S. No.,INSTITUTE NAME,INSTITUTE TYPE,FW,BRANCH,NATIONALPLAYER,OPENING JEE COMMON RANK,CLOSING JEE COMMON RANK,ALLOTTED CATEGORY,DOMICILE,TOTAL ALLOTTED
1056,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,CSEDS,,331414,412835,FW/OP,,9
1057,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEDS,,231533,1468439,UR/X/OP,,176
1058,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEIML,,385831,1165862,EWS,,37
1059,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,CSEIML,,286792,380792,FW/OP,,15
1060,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEIML,,1009855,1444250,OBC/X/OP,,44
1061,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEIML,,1079730,1372265,SC/X/OP,,6
1062,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEIML,,1340069,1360004,ST/X/OP,,2
1063,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,CSEIML,,265190,1008067,UR/X/OP,,256
1064,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,EC,,660666,1343523,EWS,,3
1065,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,EC,,294857,480218,FW/OP,,6
1066,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,EC,,468148,1471825,UR/X/OP,,37
1067,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,ELECT ELEX,,521888,573852,FW/OP,,3
1068,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,ELECT ELEX,,436732,1393253,UR/X/OP,,6
1069,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,IT,,790574,1205941,EWS,,7
1070,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,IT,,283901,344242,FW/OP,,3
1071,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,IT,,505279,1448255,UR/X/OP,,51
1072,"Oriental Institute of Science & Technology, Bhopal (1995)",private,Y,MECH,,879687,1442023,FW/OP,,3
1073,"Oriental Institute of Science & Technology, Bhopal (1995)",private,N,MECH,,708338,1355719,UR/X/OP,,7
1074,"Patel College of Science & Technology, Bhopal (2002)",private,Y,CSE,,1268456,1364511,FW/OP,,2
1075,"Patel College of Science & Technology, Bhopal (2002)",private,N,CSE,,946969,946969,UR/X/OP,,1
1076,"Patel College of Science & Technology, Bhopal (2002)",private,N,CSEIML,,734221,734221,UR/X/OP,,1
1077,"Patel College of Science & Technology, Indore (2005)",private,N,CSE,,923276,972015,UR/X/OP,,2
1078,"Patel College of Science & Technology, Indore (2005)",private,Y,CSEIML,,663721,1285583,FW/OP,,3
1079,"Patel College of Science & Technology, Indore (2005)",private,N,CSEITCS,,744495,848391,UR/X/OP,,2
1080,"Patel College of Science & Technology, Indore (2005)",private,N,MECH,,793553,793553,UR/X/OP,,1
1081,"Prashantee Institute of Technology & Science, Ujjain (2008)",private,Y,AIAIDS,,977367,977367,FW/OP,,1
1082,"Prashantee Institute of Technology & Science, Ujjain (2008)",private,N,CSE,,1306938,1306938,EWS,,1
1083,"Prashantee Institute of Technology & Science, Ujjain (2008)",private,Y,CSE,,1213353,1307703,FW/OP,,2
1084,"Prashantee Institute of Technology & Science, Ujjain (2008)",private,N,CSE,,725116,1427739,UR/X/OP,,6
1085,"Prashantee Institute of Technology & Science, Ujjain (2008)",private,N,MECH,,1273437,1273437,EWS,,1
1086,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,AIADS,,317162,538694,FW/OP,,3
1087,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,AIADS,,1098288,1456348,OBC/X/OP,,18
1088,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,AIADS,,1159736,1469887,SC/X/OP,,3
1089,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,AIADS,,354468,1034855,UR/X/OP,,39
1090,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,ARE,,569161,687158,FW/OP,,3
1091,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,ARE,,310708,1443108,UR/X/OP,,10
1092,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,CEWCA,,768716,1336355,FW/OP,,2
1093,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,CEWCA,,1192878,1386768,UR/X/OP,,2
1094,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,CSE,,179808,386148,FW/OP,,9
1095,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,CSE,,155068,1474858,UR/X/OP,,118
1096,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,CSEITCS,,324586,520556,FW/OP,,3
1097,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,CSEITCS,,255845,1453862,UR/X/OP,,27
1098,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,EAPE,,941892,941892,FW/OP,,1
1099,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,EAPE,,1236997,1236997,UR/X/OP,,1
1100,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,EC,,631379,912047,FW/OP,,3
1101,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,EC,,472865,1392735,UR/X/OP,,9
1102,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,EE,,574693,752021,FW/OP,,2
1103,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,LG,,1055691,1312312,UR/X/OP,,6
1104,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,Y,MECH,,1277889,1403881,FW/OP,,2
1105,"Prestige Institute of Engineering Management and Research,
Indore (2008)",private,N,MECH,,1120726,1307966,UR/X/OP,,3
1106,"PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH, BHOPAL",private,N,CSE,,574958,1448774,UR/X/OP,,4
1107,"PRESTIGE INSTITUTE OF MANAGEMENT AND RESEARCH, BHOPAL",private,N,CSEIML,,1282510,1282510,EWS,,1
1108,"Radha Raman Institute of Technology, & Science, Bhopal (2003)",private,Y,CSE,,677173,987255,FW/OP,,3
1109,"Radha Raman Institute of Technology, & Science, Bhopal (2003)",private,N,CSE,,691040,1172754,UR/X/OP,,2
1110,"Radharaman Engineering College, Bhopal (2006)",private,N,CSE,,391096,1153328,UR/X/OP,,3
1111,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,395150,571532,EWS,Y,7
1112,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,Y,CE,,368478,395614,FW/OP,Y,3
1113,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,693138,775287,OBC/X/F,Y,2
1114,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,773968,1402356,OBC/X/OP,Y,24
1115,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,791228,1469672,SC/X/OP,Y,9
1116,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,1217811,1217811,UR/D/OP,Y,1
1117,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,362201,621067,UR/X/F,Y,7
1118,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,219923,246112,UR/X/OP,AI,3
1119,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CE,,234317,692270,UR/X/OP,Y,22
1120,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,163841,239766,EWS,Y,7
1121,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,Y,CSE,,66758,174156,FW/OP,Y,3
1122,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,359219,359219,JKM,N,1
1123,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,317967,340537,OBC/X/F,Y,2
1124,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,305764,360036,OBC/X/OP,Y,8
1125,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,605081,737248,SC/X/F,Y,2
1126,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,334315,1048524,SC/X/OP,Y,21
1127,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,1099358,1099358,ST/X/F,Y,1
1128,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,1078298,1449255,ST/X/OP,Y,2
1129,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,511113,511113,UR/S/OP,Y,1
1130,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,196075,298656,UR/X/F,Y,7
1131,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,109756,128815,UR/X/OP,AI,3
1132,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,CSE,,159232,278492,UR/X/OP,Y,20
1133,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,437412,583138,EWS,Y,7
1134,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,Y,EC,,141526,255886,FW/OP,Y,3
1135,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,599368,671152,OBC/X/F,Y,2
1136,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,646714,1166343,OBC/X/OP,Y,33
1137,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,1302915,1302915,SC/X/OP,Y,1
1138,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,342595,583832,UR/X/F,Y,8
1139,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,141699,144453,UR/X/OP,AI,3
1140,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EC,,385639,591983,UR/X/OP,Y,21
1141,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,395250,613887,EWS,Y,7
1142,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,Y,EE,,163851,330987,FW/OP,Y,3
1143,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,879575,1045656,OBC/X/F,Y,2
1144,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,851776,1463768,OBC/X/OP,Y,20
1145,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,1224549,1355608,SC/X/OP,Y,2
1146,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,569613,789766,UR/X/F,Y,7
1147,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,81532,167639,UR/X/OP,AI,3
1148,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,EE,,311476,833215,UR/X/OP,Y,34
1149,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,365536,750000,EWS,Y,7
1150,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,Y,MECH,,424259,451526,FW/OP,Y,3
1151,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,1185635,1446846,OBC/X/OP,Y,6
1152,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,1274328,1467964,SC/X/OP,Y,3
1153,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,1120076,1120076,UR/S/OP,Y,1
1154,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,813394,1039977,UR/X/F,Y,7
1155,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,219845,241295,UR/X/OP,AI,3
1156,"Rewa Engineering College, Rewa (REC) (1964)",GOVT,N,MECH,,475640,1094922,UR/X/OP,Y,48
1157,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,AUTO,,1033223,1033223,EWS,Y,1
1158,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,AUTO,,401299,1173902,UR/X/F,Y,2
1159,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,AUTO,,605789,1427483,UR/X/OP,Y,8
1160,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,340993,497658,EWS,Y,10
1161,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,Y,CSE,,209800,292329,FW/OP,Y,4
1162,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,735374,910259,OBC/X/F,Y,4
1163,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,786268,1470574,OBC/X/OP,Y,32
1164,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,1148208,1148208,SC/X/F,Y,1
1165,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,990583,990583,ST/X/OP,Y,1
1166,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,365753,515876,UR/X/F,Y,12
1167,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,CSE,,274025,708757,UR/X/OP,Y,47
1168,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,EC,,771890,970637,EWS,Y,3
1169,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,EC,,596703,1356180,UR/X/F,Y,5
1170,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,EC,,1064025,1460307,UR/X/OP,Y,7
1171,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,EE,,853065,1146879,UR/X/OP,Y,4
1172,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,IT,,553082,769553,EWS,Y,3
1173,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,Y,IT,,309306,354144,FW/OP,Y,2
1174,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,IT,,1305067,1305067,OBC/X/F,Y,1
1175,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,IT,,1055494,1423608,OBC/X/OP,Y,3
1176,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,IT,,729533,794002,UR/X/F,Y,5
1177,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,IT,,710762,1017397,UR/X/OP,Y,25
1178,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,MECH,,1218028,1218028,EWS,Y,1
1179,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,MECH,,1178302,1178302,UR/X/F,Y,1
1180,"Rustamji Institute of Technology, Tekanpur, Gwalior (1999)",S.F.I.,N,MECH,,855404,855404,UR/X/OP,Y,1
1181,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,AIADS,,1120954,1189410,EWS,,2
1182,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,Y,AIADS,,406960,646439,FW/OP,,3
1183,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,AIADS,,420420,1458987,UR/X/OP,,28
1184,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,CE,,1147373,1147373,UR/X/OP,,1
1185,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,CSE,,721470,1239039,EWS,,6
1186,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,Y,CSE,,385656,706116,FW/OP,,9
1187,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,CSE,,227630,1466629,UR/X/OP,,29
1188,"Sagar Institute of Research & Technology - Excellence, Bhopal
(2008)",private,N,CSEITCS,,817258,1206070,UR/X/OP,,3
1189,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,AIML,,812305,1297731,EWS,,7
1190,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,AIML,,267719,544941,FW/OP,,6
1191,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,AIML,,400020,1474705,UR/X/OP,,44
1192,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,CE,,1422732,1422732,FW/OP,,1
1193,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CE,,377889,1214756,UR/X/OP,,5
1194,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSBS,,273973,273973,EWS,,1
1195,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,CSBS,,582723,986680,FW/OP,,3
1196,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSBS,,1375974,1375974,UR/X/OP,,1
1197,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSE,,513423,1464168,EWS,,15
1198,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,CSE,,221739,528466,FW/OP,,15
1199,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSE,,260239,1471221,UR/X/OP,,72
1200,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,CSECS,,546928,881329,FW/OP,,6
1201,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSECS,,563894,1468192,UR/X/OP,,19
1202,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSIT,,991378,1452082,EWS,,4
1203,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,CSIT,,517682,924522,FW/OP,,12
1204,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,CSIT,,279072,1389539,UR/X/OP,,14
1205,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,EC,,1174305,1174305,EWS,,1
1206,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,EC,,801752,949839,FW/OP,,2
1207,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,EC,,446947,1385104,UR/X/OP,,8
1208,"Sagar Institute of Research & Technology, Bhopal (2003)",private,Y,ELECT ELEX,,890053,1006183,FW/OP,,2
1209,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,ELECT ELEX,,723235,1429398,UR/X/OP,,2
1210,"Sagar Institute of Research & Technology, Bhopal (2003)",private,N,MECH,,1075438,1345680,UR/X/OP,,3
1211,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CE,,595661,1274239,UR/X/OP,,5
1212,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSE,,679298,1462064,EWS,,7
1213,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,Y,CSE,,289149,598713,FW/OP,,12
1214,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSE,,219440,1462638,UR/X/OP,,88
1215,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSEAIADS,,743461,1341150,EWS,,5
1216,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,Y,CSEAIADS,,600027,744972,FW/OP,,6
1217,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSEAIADS,,327062,1455663,UR/X/OP,,38
1218,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSECS,,1017459,1017459,EWS,,1
1219,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,Y,CSECS,,652655,822013,FW/OP,,3
1220,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSECS,,614818,1347538,UR/X/OP,,9
1221,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSIT,,1197325,1197325,EWS,,1
1222,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,Y,CSIT,,857706,969662,FW/OP,,3
1223,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,CSIT,,641309,1313348,UR/X/OP,,7
1224,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,EC,,790539,1245937,UR/X/OP,,3
1225,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,Y,MECH,,680959,680959,FW/OP,,1
1226,Sagar Institute of Science & Technology (SISTEC) Bhopal (2007),private,N,MECH,,581290,1470368,UR/X/OP,,11
1227,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,CE,,1169349,1370690,UR/X/OP,,6
1228,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,CSE,,701944,1451019,EWS,,6
1229,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,CSE,,206186,1469670,UR/X/OP,,50
1230,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,CSEIML,,843853,1204289,EWS,,2
1231,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,Y,CSEIML,,361853,746015,FW/OP,,5
1232,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,CSEIML,,524722,1456534,UR/X/OP,,29
1233,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,Y,EC,,1255447,1371332,FW/OP,,2
1234,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,EC,,736276,1454335,UR/X/OP,,12
1235,"Sagar Institute of Science Technology & Research, (SISTec-R),
Bhopal (2009)",private,N,MECH,,726048,1389850,UR/X/OP,,8
1236,"Sagar Institute of Science, Technology & Engineering(SISTec-E),
Bhopal (2009)",private,N,CSE,,1278711,1278711,EWS,,1
1237,"Sagar Institute of Science, Technology & Engineering(SISTec-E),
Bhopal (2009)",private,N,CSE,,625383,1022471,UR/X/OP,,2
1238,"Sagar Institute of Science, Technology & Engineering(SISTec-E),
Bhopal (2009)",private,Y,CSEIOT,,634486,1101936,FW/OP,,3
1239,"Sagar Institute of Science, Technology & Engineering(SISTec-E),
Bhopal (2009)",private,N,CSEIOT,,656971,1223074,UR/X/OP,,4
1240,"Sagar Institute of Science, Technology & Engineering(SISTec-E),
Bhopal (2009)",private,N,EE,,562072,1324990,UR/X/OP,,7
1241,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CE,,215838,1242394,EWS,Y,7
1242,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,Y,CE,,294705,413417,FW/OP,Y,3
1243,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CE,,427795,1240933,UR/X/F,Y,7
1244,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CE,,130617,269437,UR/X/OP,AI,3
1245,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CE,,293543,1472691,UR/X/OP,Y,51
1246,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,95772,225698,EWS,Y,15
1247,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,Y,CSE,,82943,133758,FW/OP,Y,6
1248,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,433795,433795,JKM,N,1
1249,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,257739,280386,OBC/X/F,Y,4
1250,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,238461,282933,OBC/X/OP,Y,16
1251,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,499874,545814,SC/X/F,Y,4
1252,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,389069,952456,SC/X/OP,Y,39
1253,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,627456,1009485,ST/X/F,Y,2
1254,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,626206,1362185,ST/X/OP,Y,7
1255,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,728159,728159,UR/FF/OP,Y,1
1256,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,513285,513285,UR/S/F,Y,1
1257,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,262818,576768,UR/S/OP,Y,2
1258,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,121170,250874,UR/X/F,Y,15
1259,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,100428,114932,UR/X/OP,AI,6
1260,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSE,,95481,234776,UR/X/OP,Y,38
1261,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,204007,266269,EWS,Y,7
1262,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,Y,CSEAIADS,,154340,160858,FW/OP,Y,3
1263,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,298418,313278,OBC/X/F,Y,2
1264,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,292986,391854,OBC/X/OP,Y,16
1265,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,617419,1078822,SC/X/F,Y,2
1266,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,707338,1463644,SC/X/OP,Y,16
1267,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,867095,867095,UR/S/OP,Y,1
1268,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,191238,284755,UR/X/F,Y,8
1269,"Samrat Ashok Technological Institute, Vidisha (1960)",AIDED,N,CSEAIADS,,121722,124526,UR/X/OP,AI,3
